RELEASE ; FILENAME ; NR ; NAUTH ; ChgSize ; LOCAdded ; Churn ; BUGGYNESS 
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java;37;2;745;532;253;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java;11;2;62;301;165;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java;2;1;24;78;78;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java;2;1;30;2;0;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java;16;2;517;236;-15;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java;0;0;0;0;0;null
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java;0;0;0;0;0;null
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java;58;3;828;2326;2016;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java;61;3;528;1305;721;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerMultiDigestTestCase.java;5;1;45;5;5;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java;5;1;45;5;5;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/PortManager.java;0;0;0;0;0;null
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java;15;3;59;284;284;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestBackwardCompat.java;22;3;776;760;556;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestDiskChecker.java;8;2;414;30;15;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java;5;1;70;220;220;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java;5;1;160;5;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java;18;3;283;126;111;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java;5;1;10;85;85;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java;5;1;45;15;15;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java;10;1;100;195;70;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java;7;2;72;48;23;YES
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java;8;2;242;118;109;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java;5;1;70;35;35;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java;10;1;115;105;105;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java;10;1;115;155;-2465;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java;15;1;145;280;250;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java;20;1;245;1180;-1305;NO
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java;5;1;70;15;15;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java;5;1;85;45;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java;0;0;0;0;0;null
5;hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java;0;0;0;0;0;null
5;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java;0;0;0;0;0;null
5;hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java;0;0;0;0;0;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java;0;0;0;0;0;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java;10;2;140;400;305;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java;8;2;163;94;88;NO
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java;15;1;170;390;250;NO
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java;3;1;123;18;3;NO
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java;10;1;115;360;205;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java;5;1;55;20;0;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java;5;1;55;20;0;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java;36;3;580;1700;1413;NO
5;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java;0;0;0;0;0;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java;0;0;0;0;0;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java;15;1;205;395;260;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java;0;0;0;0;0;null
5;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java;5;1;35;5;0;NO
5;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java;0;0;0;0;0;NO
5;hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java;8;1;91;11;3;NO
5;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java;8;2;318;25;-14;NO
5;hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java;18;3;212;334;45;NO
5;hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java;18;3;687;85;19;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java;0;0;0;0;0;null
5;hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java;38;3;932;2883;2622;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java;10;1;63;658;503;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java;33;3;860;597;416;YES
5;hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java;18;3;737;697;443;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java;0;0;0;0;0;null
5;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java;0;0;0;0;0;null
5;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java;0;0;0;0;0;null
5;hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java;5;1;20;25;20;null
5;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java;5;1;390;10;0;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java;25;2;655;930;640;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java;20;2;560;95;75;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java;15;1;410;100;75;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java;41;3;786;2946;2791;YES
5;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java;15;2;590;100;5;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java;5;1;390;5;0;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java;5;1;390;5;0;NO
5;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java;8;2;426;136;108;NO
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ActiveLedgerManager.java;5;1;110;0;-420;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/ResubscribeCallback.java;5;1;10;25;20;null
5;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SubscribeReconnectCallback.java;10;1;55;25;-480;null
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetaStore.java;0;0;0;0;0;null
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreCursor.java;0;0;0;0;0;null
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreTable.java;0;0;0;0;0;null
5;hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestCloseSubscription.java;5;1;125;0;-765;null
5;hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilter.java;0;0;0;0;0;null
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java;10;3;154;56;6;NO
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java;4;2;93;256;228;NO
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java;7;2;125;26;-206;NO
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java;3;1;21;36;21;NO
5;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerIteratorTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionMetaDataImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/DebugUtil.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheMap.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheSet.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/MessagingSessionFacade.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/Mutable.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/SessionImpl.java;3;1;123;36;0;NO
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/StateManager.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContext.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContextFactory.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/BytesMessageImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MapMessageImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageUtil.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/ObjectMessageImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/MetadataProcessor.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryExprFunction.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ExprFunction.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/LogicalComparisonFunction.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvaluationException.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryExprFunction.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java;3;1;117;15;9;NO
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageConsumerImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageProducerImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/QueueSessionImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicPublisherImpl.java;3;1;123;3;0;NO
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSessionImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSubscriberImpl.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/AutoFailTestSupport.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/CombinationTestSupport.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/ConnectionCleanupTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/ConsumerReceiveWithTimeoutTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/ExpiryHogTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JMSConsumerTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JMSDurableTopicRedeliverTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JMSIndividualAckTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JMSMessageTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JMSUsecaseTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsAutoAckListenerTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsAutoAckTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsBenchmark.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsClientAckListenerTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsClientAckTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsConnectionStartStopTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsConsumerResetActiveListenerTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsCreateConsumerInOnMessageTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicSelectorTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicSendReceiveTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicTransactionTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsMultipleClientsTestSupport.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsRedeliveredTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsRollbackRedeliveryTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendReceiveTestSupport.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendReceiveWithMessageExpirationTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendWithAsyncCallbackTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTestSupport.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicCompositeSendReceiveTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicRedeliverTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSelectorTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveSubscriberTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsWithJMXTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendSameMessageTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicTransactionTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTransactionTestSupport.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/LoadTestBurnIn.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/MessageListenerRedeliveryTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/RedeliveryPolicyTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/TestSupport.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/TimeStampTest.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleConsumer.java;0;0;0;0;0;null
5;hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleProducer.java;0;0;0;0;0;null
